	index	Id	v_type	attributes.osmid	attributes.tagvalue	attributes.tagname	Lon_x	Lat_x	attributes.resolution	attributes.h3index	lat	lon	Lat_y	Lon_y	Population	h3index	res	source	t	factID
15437	46	891fad4aba7ffff	h3place				10.15895	50.60909	9.0		50.609090582906305	10.15895327516236	50.60847222226271	10.161250000008128	3.184782488615641	891fad4aba7ffff	9	data4good.population	2019	demographics.population
15440	47	891fa8b0c7bffff	h3place				10.26132	50.46388	9.0		50.4638773205059	10.26132301738656	50.46402777781815	10.263194444452656	1.2967513838583256	891fa8b0c7bffff	9	data4good.population	2019	demographics.population
15446	48	891fad4eb0fffff	h3place				10.38475	50.6215	9.0		50.6215013779118	10.384747296164551	50.62097222226272	10.386250000008308	1.6851729299366347	891fad4eb0fffff	9	data4good.population	2019	demographics.population
15449	50	891fad4d9dbffff	h3place				10.33901	50.55174	9.0		50.55174080120849	10.33901062687902	50.55291666670711	10.339861111119385	3.5366886390957952	891fad4d9dbffff	9	data4good.population	2019	demographics.population
15477	51	891fa8b63afffff	h3place				10.43972	50.52513	9.0		50.52512718443992	10.43972350990186	50.52625000004042	10.438750000008351	2.152718812010733	891fa8b63afffff	9	data4good.population	2019	demographics.population
15529	52	891fa8b0b0fffff	h3place				10.30341	50.4372	9.0		50.43720098564498	10.303408204518135	50.43569444448479	10.303194444452686	1.2103972155206473	891fa8b0b0fffff	9	data4good.population	2019	demographics.population
15538	73	891fad41397ffff	h3place				10.12073	50.66377	9.0		50.66376783479623	10.120733507469382	50.66319444448497	10.121527777785875	0.9957833470705706	891fad41397ffff	9	data4good.population	2019	demographics.population
15648	74	891fa8b014fffff	h3place				10.22272	50.46045	9.0		50.46044802507706	10.22271797724825	50.46069444448481	10.221527777785957	1.1159441358328408	891fa8b014fffff	9	data4good.population	2019	demographics.population
15665	75	891fad4a963ffff	h3place				10.1632	50.61453	9.0		50.61452515694362	10.16319765712304	50.61375000004049	10.16513888889702	3.184782488615641	891fad4a963ffff	9	data4good.population	2019	demographics.population
15666	76	891fa8b24cfffff	h3place				10.14364	50.53186	9.0		50.53185697420657	10.143643628863016	50.53180555559598	10.141250000008112	2.113882866535031	891fa8b24cfffff	9	data4good.population	2019	demographics.population
15671	77	891fad4a9c7ffff	h3place				10.15235	50.62366	9.0		50.62366179855737	10.152350803741513	50.62458333337383	10.154583333341456	0.9772383940481996	891fad4a9c7ffff	9	data4good.population	2019	demographics.population
15672	82	891fad4ab2bffff	h3place				10.1553	50.59865	9.0		50.59865307338882	10.155299139560881	50.59986111115159	10.154861111119237	3.184782488615641	891fad4ab2bffff	9	data4good.population	2019	demographics.population
15767	85	891fa8b6077ffff	h3place				10.41441	50.53304	9.0		50.53304377418502	10.414405192649948	50.53375000004043	10.414861111119444	1.7315186463733665	891fa8b6077ffff	9	data4good.population	2019	demographics.population
15860	87	891fad4edd7ffff	h3place				10.36776	50.66297	9.0		50.66296860708799	10.367757906232047	50.66236111115164	10.368472222230515	2.020251514002115	891fad4edd7ffff	9	data4good.population	2019	demographics.population
15861	93	891fa8b30b3ffff	h3place				10.11518	50.48374	9.0		50.4837446065978	10.115179539515157	50.48375000004038	10.116250000008092	1.004830082656326	891fa8b30b3ffff	9	data4good.population	2019	demographics.population
15864	98	891fad411dbffff	h3place				10.11955	50.67376	9.0		50.67376195171036	10.119548582354897	50.67513888892943	10.119583333341428	1.0753063646589849	891fad411dbffff	9	data4good.population	2019	demographics.population
15892	99	891fad4ed73ffff	h3place				10.37859	50.65381	9.0		50.65381335701165	10.3785937841842	50.65430555559608	10.37902777778608	2.020251514002115	891fad4ed73ffff	9	data4good.population	2019	demographics.population
15899	101	891fa8b6313ffff	h3place				10.42522	50.52386	9.0		50.52386324244098	10.4252173023921	50.52291666670708	10.424583333341673	1.7315186463733665	891fa8b6313ffff	9	data4good.population	2019	demographics.population
15912	118	891fa8b26afffff	h3place				10.15024	50.51727	9.0		50.517266428033956	10.150239001337777	50.51625000004041	10.148194444452562	2.113882866535031	891fa8b26afffff	9	data4good.population	2019	demographics.population
15916	119	891fad4ccbbffff	h3place				10.37138	50.61022	9.0		50.61021897541391	10.371375533246352	50.60875000004049	10.371527777786074	1.6851729299366347	891fad4ccbbffff	9	data4good.population	2019	demographics.population
15928	120	891fa8b64c3ffff	h3place				10.37769	50.55514	9.0		50.55513654159985	10.377692747347517	50.55652777781822	10.377361111119413	3.5366886390957952	891fa8b64c3ffff	9	data4good.population	2019	demographics.population
15936	121	891fad4dd87ffff	h3place				10.33883	50.57449	9.0		50.57449077671164	10.33883372209301	50.57430555559601	10.336527777786046	3.5366886390957952	891fad4dd87ffff	9	data4good.population	2019	demographics.population
15947	124	891fa8b245bffff	h3place				10.13941	50.52642	9.0		50.52641651202239	10.13940615464154	50.52736111115153	10.139305555563666	2.113882866535031	891fa8b245bffff	9	data4good.population	2019	demographics.population
15955	125	891fa8b0877ffff	h3place				10.28719	50.45097	9.0		50.45096982432065	10.287194634049882	50.4506944444848	10.285138888897116	1.2967513838583256	891fa8b0877ffff	9	data4good.population	2019	demographics.population
15998	128	891fa8b7077ffff	h3place				10.35075	50.49203	9.0		50.49202968623494	10.350753279725334	50.49097222226261	10.350416666674947	1.0836098913891206	891fa8b7077ffff	9	data4good.population	2019	demographics.population
16002	135	891fa8b0c4bffff	h3place				10.25167	50.46302	9.0		50.463021150165446	10.251670740184913	50.4620833333737	10.250138888897087	1.1159441358328408	891fa8b0c4bffff	9	data4good.population	2019	demographics.population
16005	136	891fad413abffff	h3place				10.12888	50.65692	9.0		50.65692294829639	10.128875381463015	50.65791666670719	10.13041666667477	0.9957833470705706	891fad413abffff	9	data4good.population	2019	demographics.population
16042	141	891fa8b64d7ffff	h3place				10.37982	50.55785	9.0		50.55785308727054	10.3798238847491	50.556805555596	10.37763888889719	3.5366886390957952	891fa8b64d7ffff	9	data4good.population	2019	demographics.population
16060	146	891fad410afffff	h3place				10.11471	50.67333	9.0		50.67332708777555	10.114712051155418	50.67347222226276	10.113194444452535	1.0753063646589849	891fad410afffff	9	data4good.population	2019	demographics.population
16112	147	891fad413bbffff	h3place				10.12616	50.6592	9.0		50.65920474275802	10.12616156513155	50.66013888892942	10.125972222230322	0.9957833470705706	891fad413bbffff	9	data4good.population	2019	demographics.population
16126	148	891fad4102fffff	h3place				10.11802	50.66605	9.0		50.666049132358424	10.11801926614082	50.66652777781831	10.116805555563648	0.9957833470705706	891fad4102fffff	9	data4good.population	2019	demographics.population
16147	149	891fad4cecbffff	h3place				10.33768	50.58451	9.0		50.5845050067723	10.337680210398029	50.583472222262685	10.336805555563824	3.5366886390957952	891fad4cecbffff	9	data4good.population	2019	demographics.population
16188	153	891fad4c977ffff	h3place				10.42534	50.58712	9.0		50.58712436552738	10.425340958543797	50.58680555559602	10.424583333341673	3.5366886390957952	891fad4c977ffff	9	data4good.population	2019	demographics.population
16255	154	891fad4ed1bffff	h3place				10.37318	50.65839	9.0		50.658391312850426	10.373176130402085	50.658472222262745	10.373194444452745	2.020251514002115	891fad4ed1bffff	9	data4good.population	2019	demographics.population
16259	156	891fad48a3bffff	h3place				10.14187	50.54688	9.0		50.54687698780627	10.141874163595206	50.547361111151545	10.140416666674778	7.980885360070999	891fad48a3bffff	9	data4good.population	2019	demographics.population
16280	158	891fad4ca4bffff	h3place				10.35991	50.56117	9.0		50.561166013961895	10.359905403154649	50.56069444448489	10.361527777786067	3.5366886390957952	891fad4ca4bffff	9	data4good.population	2019	demographics.population
16281	159	891fad45357ffff	h3place				10.35208	50.6717	9.0		50.671695942898694	10.352076417204161	50.67125000004054	10.350972222230505	2.020251514002115	891fad45357ffff	9	data4good.population	2019	demographics.population
16286	161	891fad41023ffff	h3place				10.1153	50.66833	9.0		50.66833026427315	10.115304883148783	50.668194444484975	10.11375000000809	1.0753063646589849	891fad41023ffff	9	data4good.population	2019	demographics.population
16321	162	891fad4c943ffff	h3place				10.41082	50.58586	9.0		50.58585766657047	10.410823181188162	50.58569444448491	10.411250000008328	3.5366886390957952	891fad4c943ffff	9	data4good.population	2019	demographics.population
16330	187	891fa8b015bffff	h3place				10.21519	50.46231	9.0		50.46231039764215	10.215188640786208	50.461250000040366	10.21513888889706	1.1159441358328408	891fa8b015bffff	9	data4good.population	2019	demographics.population
16341	188	891fad413a3ffff	h3place				10.131	50.65964	9.0		50.65963906730625	10.130997456630201	50.65819444448497	10.130972222230326	0.9957833470705706	891fad413a3ffff	9	data4good.population	2019	demographics.population
16344	263	891fad4f6d3ffff	h3place				10.16379	50.60952	9.0		50.60952330931184	10.163786668969102	50.60902777781826	10.16236111111924	3.184782488615641	891fad4f6d3ffff	9	data4good.population	2019	demographics.population
16353	309	891fad45363ffff	h3place				10.36234	50.66755	9.0		50.667545239665884	10.362339111680996	50.666805555596085	10.364583333341624	2.020251514002115	891fad45363ffff	9	data4good.population	2019	demographics.population
16367	310	891fa8b0417ffff	h3place				10.17849	50.48436	9.0		50.484357999934545	10.178485231105139	50.48402777781816	10.17791666667481	1.2075445261301274	891fa8b0417ffff	9	data4good.population	2019	demographics.population
16427	312	891fad4c98bffff	h3place				10.41452	50.5963	9.0		50.59629520428788	10.4145191168539	50.59569444448492	10.415416666674998	3.5366886390957952	891fad4c98bffff	9	data4good.population	2019	demographics.population
16428	314	891fad4cd57ffff	h3place				10.39402	50.60462	9.0		50.60461717688481	10.394015021988917	50.60541666670715	10.394027777786093	1.6851729299366347	891fad4cd57ffff	9	data4good.population	2019	demographics.population
16442	315	891fad4cd53ffff	h3place				10.38918	50.60419	9.0		50.60419377552892	10.389175287822226	50.60458333337382	10.38736111111942	1.6851729299366347	891fad4cd53ffff	9	data4good.population	2019	demographics.population
16443	316	891fa8b638fffff	h3place				10.42735	50.52658	9.0		50.526580251956126	10.427349803821738	50.52541666670709	10.425694444452784	1.7315186463733665	891fa8b638fffff	9	data4good.population	2019	demographics.population
16449	417	891fa8b0e83ffff	h3place				10.24472	50.45987	9.0		50.45987153752101	10.244723077104943	50.46097222226259	10.243472222230416	1.1159441358328408	891fa8b0e83ffff	9	data4good.population	2019	demographics.population
16462	419	891fa8b63b3ffff	h3place				10.43432	50.52972	9.0		50.52971851111703	10.434318222322124	50.53097222226265	10.435416666675014	2.152718812010733	891fa8b63b3ffff	9	data4good.population	2019	demographics.population
16466	424	891fad4990fffff	h3place				10.12222	50.5274	9.0		50.52740292584553	10.122216990797945	50.52680555559598	10.121805555563652	2.113882866535031	891fad4990fffff	9	data4good.population	2019	demographics.population
16490	431	891fad4ed0bffff	h3place				10.37589	50.6561	9.0		50.65610241762753	10.375885028592034	50.65736111115164	10.375138888897188	2.020251514002115	891fad4ed0bffff	9	data4good.population	2019	demographics.population
16526	434	891fad4c94fffff	h3place				10.41353	50.58356	9.0		50.583564909418264	10.413528526873172	50.58319444448491	10.41236111111944	3.5366886390957952	891fad4c94fffff	9	data4good.population	2019	demographics.population
16549	435	891fad4eb77ffff	h3place				10.38745	50.61921	9.0		50.619210733994734	10.38745453778635	50.62041666670716	10.388194444452754	1.6851729299366347	891fad4eb77ffff	9	data4good.population	2019	demographics.population
16604	0	891f1d0ae13ffff	h3place				13.79316	52.84355	9.0		52.84354765074085	13.793157657986244	52.843472222264495	13.791805555566588	2.6038021500922697	891f1d0ae13ffff	9	data4good.population	2019	demographics.population
16744	0	891f1d0abdbffff	h3place				13.83253	52.82863	9.0		52.82863326377168	13.832529704584374	52.82763888893115	13.833472222233288	2.6038021500922697	891f1d0abdbffff	9	data4good.population	2019	demographics.population
16784	2	891f1d1a90fffff	h3place				13.73656	52.95547	9.0		52.955465573199746	13.736557026577415	52.95486111115347	13.738472222233211	1.1580878160234973	891f1d1a90fffff	9	data4good.population	2019	demographics.population
16834	3	891f1d0ae0bffff	h3place				13.79351	52.83866	9.0		52.838661381158275	13.793505398520056	52.83875000004227	13.79569444445548	2.6038021500922697	891f1d0ae0bffff	9	data4good.population	2019	demographics.population
16943	4	891f1d11ac7ffff	h3place				13.74262	52.97785	9.0		52.97785040931946	13.742616360201046	52.97791666670905	13.74430555556655	1.1580878160234973	891f1d11ac7ffff	9	data4good.population	2019	demographics.population
17019	5	891f1d0a36bffff	h3place				13.76096	52.82942	9.0		52.82942397157402	13.760962641595809	52.82902777782004	13.763472222233233	2.6038021500922697	891f1d0a36bffff	9	data4good.population	2019	demographics.population
17071	6	891f1d0130bffff	h3place				13.82671	52.8749	9.0		52.874903070028296	13.826705944184917	52.87430555559785	13.825972222233284	1.6785907370469983	891f1d0130bffff	9	data4good.population	2019	demographics.population
17087	7	891f1d10a97ffff	h3place				13.8187	53.02383	9.0		53.02383268385396	13.818696209388731	53.02486111115353	13.819583333344388	0.7043473168458294	891f1d10a97ffff	9	data4good.population	2019	demographics.population
17167	8	891f1d0aad3ffff	h3place				13.79929	52.82918	9.0		52.82918030027477	13.799287843970802	52.82930555559781	13.799305555566594	2.6038021500922697	891f1d0aad3ffff	9	data4good.population	2019	demographics.population
17260	9	891f1d0a85bffff	h3place				13.81657	52.83753	9.0		52.83753338668123	13.816574794202937	52.83819444448671	13.817361111122164	2.6038021500922697	891f1d0a85bffff	9	data4good.population	2019	demographics.population
17332	189	891f1d0ae73ffff	h3place				13.79622	52.83636	9.0		52.83636445903167	13.796223068472504	52.83625000004226	13.798750000011038	2.6038021500922697	891f1d0ae73ffff	9	data4good.population	2019	demographics.population
17418	190	891f1d0aaafffff	h3place				13.82744	52.82834	9.0		52.82834206091171	13.827441924041242	52.82819444448671	13.82902777778884	2.6038021500922697	891f1d0aaafffff	9	data4good.population	2019	demographics.population
17458	12	891f1d156b3ffff	h3place				13.89797	53.0259	9.0		53.0259028533142	13.897973322930794	53.02569444448686	13.900138888900008	0.996260598231576	891f1d156b3ffff	9	data4good.population	2019	demographics.population
17467	13	891f1d1000bffff	h3place				13.74314	53.04149	9.0		53.041489364333415	13.743136236931761	53.04180555559799	13.742083333344326	0.7043473168458294	891f1d1000bffff	9	data4good.population	2019	demographics.population
17499	14	891f1d084b7ffff	h3place				13.75588	52.82913	9.0		52.82912974124164	13.755876321877901	52.8295833333756	13.75541666667767	2.6038021500922697	891f1d084b7ffff	9	data4good.population	2019	demographics.population
17503	15	891f1d0a323ffff	h3place				13.77316	52.83749	9.0		52.83748853660519	13.773155287975854	52.83875000004227	13.773194444455465	2.6038021500922697	891f1d0a323ffff	9	data4good.population	2019	demographics.population
17571	16	891f1d0084fffff	h3place				13.9622	52.912	9.0		52.91199833803826	13.96220397235628	52.91319444448677	13.962638888900058	1.0738071421188593	891f1d0084fffff	9	data4good.population	2019	demographics.population
17588	17	891f1d085d3ffff	h3place				13.76368	52.82713	9.0		52.827127539799946	13.763680769036952	52.82819444448671	13.7626388888999	2.6038021500922697	891f1d085d3ffff	9	data4good.population	2019	demographics.population
17655	18	891f1d0a33bffff	h3place				13.76807	52.83719	9.0		52.83719479078783	13.76806808770195	52.83680555559782	13.76652777778879	2.6038021500922697	891f1d0a33bffff	9	data4good.population	2019	demographics.population
17709	7	891f1d0a327ffff	h3place				13.77824	52.83778	9.0		52.83778206856578	13.778242619269792	52.837916666708935	13.777083333344354	2.6038021500922697	891f1d0a327ffff	9	data4good.population	2019	demographics.population
17719	20	891f1d102cbffff	h3place				13.71359	53.0251	9.0		53.02510005173886	13.713588070515494	53.02458333337575	13.711250000010969	0.7043473168458294	891f1d102cbffff	9	data4good.population	2019	demographics.population
17745	21	891f1d11e6bffff	h3place				13.73207	52.98213	9.0		52.98213385314158	13.732068800869278	52.98236111115349	13.73208333334432	1.1580878160234973	891f1d11e6bffff	9	data4good.population	2019	demographics.population
17827	22	891f1d0aabbffff	h3place				13.81964	52.83035	9.0		52.83034860102764	13.819637618677874	52.83041666670893	13.817638888899944	2.6038021500922697	891f1d0aabbffff	9	data4good.population	2019	demographics.population
17928	23	891f1d0a207ffff	h3place				13.72974	52.83743	9.0		52.83742785629605	13.729742102334908	52.837916666708935	13.728472222233204	2.6038021500922697	891f1d0a207ffff	9	data4good.population	2019	demographics.population
17965	38	891f1d01077ffff	h3place				13.81548	52.88897	9.0		52.888969697007354	13.815484724565877	52.889305555597865	13.814583333344384	1.6785907370469983	891f1d01077ffff	9	data4good.population	2019	demographics.population
18031	158	891f1d0a813ffff	h3place				13.82878	52.84559	9.0		52.845592124399325	13.828777962666013	52.84625000004228	13.827083333344394	2.6038021500922697	891f1d0a813ffff	9	data4good.population	2019	demographics.population
18092	40	891f1d02587ffff	h3place				13.8762	53.00754	9.0		53.0075425511967	13.876203819708053	53.00791666670907	13.877638888899993	0.996260598231576	891f1d02587ffff	9	data4good.population	2019	demographics.population
18183	41	891f1d10453ffff	h3place				13.71383	53.0569	9.0		53.05690218604713	13.71383398818423	53.05763888893133	13.714861111122085	0.5070201452298023	891f1d10453ffff	9	data4good.population	2019	demographics.population
18184	42	891f1d0047bffff	h3place				13.85789	52.9404	9.0		52.94040104086916	13.857886131117864	52.93958333337568	13.856250000011084	0.9771527191922896	891f1d0047bffff	9	data4good.population	2019	demographics.population
18218	43	891f1d0a06bffff	h3place				13.74193	52.84549	9.0		52.84549434313994	13.74193115031276	52.84402777782005	13.74152777778877	2.6038021500922697	891f1d0a06bffff	9	data4good.population	2019	demographics.population
18227	44	891f1d0f573ffff	h3place				13.93873	52.84448	9.0		52.84447502479451	13.938728783709811	52.84375000004227	13.937083333344482	0.9885072328726938	891f1d0f573ffff	9	data4good.population	2019	demographics.population
18235	45	891f1d0a15bffff	h3place				13.76193	52.85156	9.0		52.85155788905458	13.761931007825416	52.85180555559784	13.75958333334434	2.6038021500922697	891f1d0a15bffff	9	data4good.population	2019	demographics.population
18239	46	891f1d01c73ffff	h3place				13.88169	52.89275	9.0		52.892748170341434	13.881693453438405	52.8926388889312	13.883194444455553	1.0738071421188593	891f1d01c73ffff	9	data4good.population	2019	demographics.population
18362	47	891f1d0a47bffff	h3place				13.72017	52.86385	9.0		52.863850513602785	13.720171018298483	52.86458333337562	13.718750000010974	2.6038021500922697	891f1d0a47bffff	9	data4good.population	2019	demographics.population
18404	48	891f1d0a373ffff	h3place				13.76061	52.83431	9.0		52.83431060056161	13.760612582111989	52.83402777782004	13.7626388888999	2.6038021500922697	891f1d0a373ffff	9	data4good.population	2019	demographics.population
18440	49	891f1d0856bffff	h3place				13.77999	52.81335	9.0		52.813345461739594	13.779986084547403	52.81236111115336	13.779305555566578	2.6038021500922697	891f1d0856bffff	9	data4good.population	2019	demographics.population
18497	50	891f1d02d4fffff	h3place				13.9575	52.98032	9.0		52.98031682803064	13.957497836826425	52.97986111115349	13.9595833333445	0.996260598231576	891f1d02d4fffff	9	data4good.population	2019	demographics.population
18499	51	891f1d0026fffff	h3place				13.8681	52.90423	9.0		52.90423098519048	13.86810289181386	52.90375000004232	13.870416666677762	1.0738071421188593	891f1d0026fffff	9	data4good.population	2019	demographics.population
18519	52	891f1d18dcfffff	h3place				13.72611	52.92302	9.0		52.923019480470764	13.726114514338843	52.92180555559789	13.726805555566536	1.1580878160234973	891f1d18dcfffff	9	data4good.population	2019	demographics.population
18545	53	891f1d0b553ffff	h3place				13.67652	52.83187	9.0		52.831870813567434	13.676520972800873	52.83180555559782	13.675694444455385	0.8831158145270541	891f1d0b553ffff	9	data4good.population	2019	demographics.population
18662	55	891f1d0a223ffff	h3place				13.73755	52.83543	9.0		52.835427825725276	13.737547641686238	52.83569444448671	13.739861111122105	2.6038021500922697	891f1d0a223ffff	9	data4good.population	2019	demographics.population
18706	56	891f1d10347ffff	h3place				13.75985	53.02289	9.0		53.02289162030404	13.759849007936023	53.02291666670908	13.761250000011009	0.7043473168458294	891f1d10347ffff	9	data4good.population	2019	demographics.population
18714	57	891f1d01c77ffff	h3place				13.88679	52.89304	9.0		52.89303732180413	13.88678734194415	52.89291666670898	13.88458333334444	1.0738071421188593	891f1d01c77ffff	9	data4good.population	2019	demographics.population
18866	185	891f1d0ae53ffff	h3place				13.78333	52.83808	9.0		52.83807538665473	13.783330081508547	52.837916666708935	13.784861111122138	2.6038021500922697	891f1d0ae53ffff	9	data4good.population	2019	demographics.population
18898	59	891f1d0a893ffff	h3place				13.82572	52.85278	9.0		52.85277544601136	13.825715332977301	52.85236111115339	13.827083333344394	2.6038021500922697	891f1d0a893ffff	9	data4good.population	2019	demographics.population
18904	60	891f1d02907ffff	h3place				13.98878	52.97228	9.0		52.97227566681242	13.988781714428603	52.97291666670904	13.9873611111223	0.996260598231576	891f1d02907ffff	9	data4good.population	2019	demographics.population
18987	62	891f1d0a367ffff	h3place				13.76842	52.83231	9.0		52.83230830370194	13.76841762011144	52.83291666670893	13.770138888899904	2.6038021500922697	891f1d0a367ffff	9	data4good.population	2019	demographics.population
19003	64	891f1d0aacbffff	h3place				13.79964	52.82429	9.0		52.82429284585256	13.799635062989937	52.82486111115337	13.800694444455484	2.6038021500922697	891f1d0aacbffff	9	data4good.population	2019	demographics.population
19024	65	891f1d080b7ffff	h3place				13.7749	52.81305	9.0		52.813052096329415	13.774900595478032	52.81208333337558	13.775694444455464	2.6038021500922697	891f1d080b7ffff	9	data4good.population	2019	demographics.population
19110	66	891f1d11ac3ffff	h3place				13.73752	52.97755	9.0		52.97755484171905	13.737518977258091	52.97791666670905	13.739027777788769	1.1580878160234973	891f1d11ac3ffff	9	data4good.population	2019	demographics.population
19225	67	891f1d19b3bffff	h3place				13.67782	52.84912	9.0		52.849117266177814	13.67781703801643	52.84875000004227	13.67875000001094	0.8831158145270541	891f1d19b3bffff	9	data4good.population	2019	demographics.population
19385	12	891f1d0a2a3ffff	h3place				13.73448	52.84261	9.0		52.842608916523275	13.734476497103875	52.843472222264495	13.7348611111221	2.6038021500922697	891f1d0a2a3ffff	9	data4good.population	2019	demographics.population
19555	13	891f1d0a217ffff	h3place				13.72702	52.83972	9.0		52.839722963126064	13.727022679823214	52.83930555559783	13.72930555556654	2.6038021500922697	891f1d0a217ffff	9	data4good.population	2019	demographics.population
19617	70	891f1d0f0abffff	h3place				13.92922	52.83413	9.0		52.83412544609708	13.929222166905724	52.833750000042265	13.930138888900032	0.9885072328726938	891f1d0f0abffff	9	data4good.population	2019	demographics.population
19761	14	891f1d0aa87ffff	h3place				13.81692	52.83265	9.0		52.83264639194435	13.816920799243539	52.83291666670893	13.81652777778883	2.6038021500922697	891f1d0aa87ffff	9	data4good.population	2019	demographics.population
19826	72	891f1d0a8d3ffff	h3place				13.81588	52.84731	9.0		52.84730622440641	13.815882631838493	52.84819444448672	13.815694444455495	2.6038021500922697	891f1d0a8d3ffff	9	data4good.population	2019	demographics.population
19899	74	891f1d11a17ffff	h3place				13.75281	52.97844	9.0		52.97844090129161	13.75281152212749	52.97819444448682	13.752361111122111	1.1580878160234973	891f1d11a17ffff	9	data4good.population	2019	demographics.population
19923	75	891f1d0a22fffff	h3place				13.74027	52.83313	9.0		52.83313226302339	13.740266617411711	52.83402777782004	13.739027777788769	2.6038021500922697	891f1d0a22fffff	9	data4good.population	2019	demographics.population
19963	76	891f1d15e07ffff	h3place				13.98644	53.00641	9.0		53.0064133798252	13.986441289928242	53.005972222264624	13.98597222223341	0.996260598231576	891f1d15e07ffff	9	data4good.population	2019	demographics.population
19980	77	891f1d18dc3ffff	h3place				13.72339	52.92531	9.0		52.92531099584429	13.723391470544252	52.92458333337567	13.725694444455424	1.1580878160234973	891f1d18dc3ffff	9	data4good.population	2019	demographics.population
20057	78	891f1d0ac6bffff	h3place				13.81317	52.8496	9.0		52.84960322370757	13.813165018616749	52.85041666670895	13.811805555566604	2.6038021500922697	891f1d0ac6bffff	9	data4good.population	2019	demographics.population
20083	79	891f1d0a17bffff	h3place				13.77483	52.84985	9.0		52.849849992435516	13.7748262642538	52.84958333337561	13.777083333344354	2.6038021500922697	891f1d0a17bffff	9	data4good.population	2019	demographics.population
20197	81	891f1d0b583ffff	h3place				13.68598	52.84224	9.0		52.842236536163064	13.685979756026045	52.84125000004227	13.685138888899836	0.8831158145270541	891f1d0b583ffff	9	data4good.population	2019	demographics.population
20224	83	891f1d11ad7ffff	h3place				13.73989	52.98014	9.0		52.98014012205273	13.739891473416028	52.980972222264604	13.741250000010991	1.1580878160234973	891f1d11ad7ffff	9	data4good.population	2019	demographics.population
20236	84	891f1d0a0cfffff	h3place				13.73105	52.85467	9.0		52.854673757716434	13.731052398551071	52.8534722222645	13.73208333334432	2.6038021500922697	891f1d0a0cfffff	9	data4good.population	2019	demographics.population
20264	85	891f1d13127ffff	h3place				13.70873	53.05661	9.0		53.05660510427319	13.708731090008447	53.057361111153554	13.706527777788745	0.5070201452298023	891f1d13127ffff	9	data4good.population	2019	demographics.population
20359	86	891f1d0a463ffff	h3place				13.72526	52.86415	9.0		52.86414638440957	13.7252592469496	52.86263888893117	13.725416666677646	2.6038021500922697	891f1d0a463ffff	9	data4good.population	2019	demographics.population
20366	87	891f1d08cabffff	h3place				13.84137	52.81196	9.0		52.811960297624424	13.841366254365953	52.81069444448669	13.842083333344409	2.6038021500922697	891f1d08cabffff	9	data4good.population	2019	demographics.population
20372	88	891f1d0aec3ffff	h3place				13.78298	52.84296	9.0		52.84296158975277	13.782981603643972	52.84263888893116	13.782361111122135	2.6038021500922697	891f1d0aec3ffff	9	data4good.population	2019	demographics.population
20380	89	891f1d1040bffff	h3place				13.72404	53.0575	9.0		53.057495705534016	13.724040182832855	53.05652777782022	13.722916666677644	0.5070201452298023	891f1d1040bffff	9	data4good.population	2019	demographics.population
20397	90	891f1d18b8fffff	h3place				13.73841	52.89433	9.0		52.89432874884408	13.738413535484865	52.89486111115343	13.737083333344325	0.8831158145270541	891f1d18b8fffff	9	data4good.population	2019	demographics.population
20455	91	891f1d01cd7ffff	h3place				13.87082	52.90193	9.0		52.901934754381976	13.870821334064889	52.90208333337565	13.871527777788874	1.0738071421188593	891f1d01cd7ffff	9	data4good.population	2019	demographics.population
20468	92	891f1d0a087ffff	h3place				13.74324	52.86274	9.0		52.86273827938181	13.74324484129406	52.86347222226451	13.744861111122106	0.8831158145270541	891f1d0a087ffff	9	data4good.population	2019	demographics.population
20506	93	891f1d0a8cfffff	h3place				13.82132	52.84271	9.0		52.84271172764802	13.821317364733032	52.843472222264495	13.81930555556661	2.6038021500922697	891f1d0a8cfffff	9	data4good.population	2019	demographics.population
20640	20	891f1d0a84bffff	h3place				13.81929	52.83524	9.0		52.835235804274234	13.819291823361919	52.833750000042265	13.819583333344388	2.6038021500922697	891f1d0a84bffff	9	data4good.population	2019	demographics.population
20742	21	891f1d0a3cfffff	h3place				13.75009	52.83861	9.0		52.83860803772528	13.750088489288045	52.83902777782004	13.748750000011	2.6038021500922697	891f1d0a3cfffff	9	data4good.population	2019	demographics.population
20750	97	891f1d01eabffff	h3place				13.87219	52.8824	9.0		52.88240215715984	13.872190595530213	52.882361111153415	13.872916666677764	1.0738071421188593	891f1d01eabffff	9	data4good.population	2019	demographics.population
20812	98	891f1d0ae1bffff	h3place				13.79079	52.84096	9.0		52.84095813721951	13.790787564165308	52.84180555559782	13.792638888899925	2.6038021500922697	891f1d0ae1bffff	9	data4good.population	2019	demographics.population
20870	99	891f1d0aab7ffff	h3place				13.8271	52.83323	9.0		52.833229505766866	13.82709670713094	52.83402777782004	13.825138888899948	2.6038021500922697	891f1d0aab7ffff	9	data4good.population	2019	demographics.population
21002	38	891f1d0b5b3ffff	h3place				13.69615	52.84283	9.0		52.84283078809071	13.696151548620593	52.84180555559782	13.696805555566511	0.8831158145270541	891f1d0b5b3ffff	9	data4good.population	2019	demographics.population
21018	111	891f1d035c3ffff	h3place				13.79227	52.96358	9.0		52.9635814652468	13.79226801122216	52.96402777782015	13.791805555566588	1.1580878160234973	891f1d035c3ffff	9	data4good.population	2019	demographics.population
